-0.12064,-0.50405,-0.82464,-0.73766,-0.61112,-0.70574,-0.74829,-0.71024,-0.74614,-0.77598,-0.73022,-0.68109,-0.66576,-0.66235,-0.64607,-0.60913,-0.57956,-0.57387,-0.56889,-0.55448,-0.549,-0.5649,-0.602,-0.64305,-0.6547,-0.63911,-0.63146,-0.64541,-0.66022,-0.63587,-0.58405,-0.57181,-0.59487,-0.59499,-0.56867,-0.53788,-0.52066,-0.5275,-0.55352,-0.60064,-0.64209,-0.64807,-0.63597,-0.60626,-0.57029,-0.57248,-0.59146,-0.57891,-0.54855,-0.53941,-0.56341,-0.59319,-0.60214,-0.60167,-0.60376,-0.60065,-0.59707,-0.60419,-0.61333,-0.61643,-0.60991,-0.58417,-0.5564,-0.55369,-0.56672,-0.5782,-0.58596,-0.58486,-0.58089,-0.59144,-0.60462,-0.59636,-0.58322,-0.59823,-0.61971,-0.60308,-0.58074,-0.59779,-0.60939,-0.58448,-0.56531,-0.56555,-0.56789,-0.57934,-0.59544,-0.59486,-0.58478,-0.58279,-0.58604,-0.59112,-0.597,-0.59099,-0.57559,-0.56879,-0.56638,-0.55565,-0.52951,-0.48912,-0.41694,-0.22054,0.13465,0.61111,1.3319,2.3043,2.9571,2.874,2.6135,2.4983,2.0152,1.2493,0.67344,0.078289,-0.51971,-0.6699,-0.80094,-1.3456,-1.6417,-1.5008,-1.4717,-1.5606,-1.5152,-1.3667,-1.2725,-1.3855,-1.6048,-1.6036,-1.3317,-1.0225,-0.74217,-0.38278,0.076859,0.56993,1.0327,1.3069,1.2039,0.96111,0.9209,0.84993,0.5683,0.29464,0.064822,-0.14654,-0.27442,-0.38798,-0.50983,-0.53194,-0.44434,-0.31877,-0.18453,-0.052971,0.086986,0.25846,0.42186,0.53118,0.60982,0.67877,0.70904,0.68114,0.6196,0.53088,0.38112,0.19624,0.052107,-0.039127,-0.10255,-0.14879,-0.18384,-0.18311,-0.12043,-0.023495,0.079672,0.18751,0.28853,0.37409,0.43525,0.44473,0.40354,0.35561,0.30866,0.23772,0.16447,0.10384,0.041475,0.006497,0.0086283,0.020794,0.062601,0.13668,0.19184,0.21979,0.25303,0.28509,0.29133,0.2787,0.24916,0.18716,0.11221,0.057667,0.017492
0.063996,0.27545,0.47407,0.46154,0.41121,0.48632,0.5633,0.59547,0.64258,0.68707,0.72128,0.77497,0.83294,0.88584,0.96008,1.0396,1.0961,1.1522,1.2264,1.3062,1.3756,1.4269,1.471,1.5167,1.5627,1.6056,1.6319,1.6496,1.6741,1.6872,1.682,1.6637,1.6266,1.5767,1.5242,1.4722,1.4054,1.3095,1.2031,1.0983,0.98085,0.84409,0.71156,0.6029,0.49132,0.36708,0.26678,0.17862,0.068187,-0.037071,-0.12498,-0.22149,-0.30937,-0.37462,-0.44032,-0.50325,-0.55,-0.59092,-0.6387,-0.6815,-0.69787,-0.70191,-0.70668,-0.69445,-0.66828,-0.63796,-0.59108,-0.53067,-0.47231,-0.40668,-0.32477,-0.24108,-0.15346,-0.045736,0.072938,0.18589,0.31047,0.46697,0.61926,0.7339,0.84745,0.99903,1.154,1.2468,1.2878,1.344,1.4179,1.4661,1.4917,1.515,1.5287,1.5299,1.5105,1.4128,1.2116,0.99497,0.8014,0.49796,0.010697,-0.51561,-1.0104,-1.583,-2.1742,-2.6176,-2.9642,-3.3175,-3.6648,-4.0034,-4.3602,-4.7493,-5.1934,-5.7011,-6.249,-6.8058,-7.3183,-7.7549,-8.1432,-8.4484,-8.6074,-8.6718,-8.6706,-8.5468,-8.3226,-8.0434,-7.6814,-7.2465,-6.7956,-6.3585,-5.9435,-5.5438,-5.1493,-4.77,-4.4443,-4.1808,-3.9035,-3.5562,-3.1732,-2.8212,-2.5372,-2.2821,-1.9984,-1.6835,-1.358,-1.0395,-0.72492,-0.35428,0.14017,0.64736,0.95759,1.1267,1.3549,1.6236,1.823,1.9583,2.06,2.1308,2.1852,2.2289,2.2532,2.2535,2.2172,2.1422,2.0556,1.9514,1.7947,1.5872,1.3407,1.0925,0.90362,0.76237,0.6388,0.56673,0.55398,0.5471,0.54604,0.59246,0.67216,0.77359,0.89128,0.99052,1.0952,1.2335,1.3573,1.4635,1.6029,1.7498,1.8473,1.9066,1.9814,2.0876,2.1841,2.2611,2.3523,2.4414,2.4994,2.547,2.5899,2.6185,2.644
0.38582,1.6384,2.7646,2.6189,2.2629,2.5514,2.7179,2.6375,2.7397,2.8633,2.8675,2.9055,2.9852,3.015,3.0228,3.0569,3.084,3.0759,3.0798,3.1267,3.1605,3.1502,3.1354,3.1192,3.0818,3.05,3.0382,3.0135,2.9665,2.9246,2.8868,2.8295,2.7623,2.6991,2.626,2.5522,2.4915,2.4194,2.3393,2.2763,2.2141,2.1525,2.1164,2.0843,2.0279,1.964,1.9096,1.8619,1.8128,1.7388,1.6488,1.5956,1.5781,1.5598,1.554,1.5596,1.5402,1.5127,1.5061,1.4885,1.4484,1.4261,1.4238,1.4184,1.428,1.4481,1.4376,1.425,1.4384,1.4198,1.3771,1.3854,1.4282,1.4574,1.4791,1.5008,1.5224,1.5481,1.5627,1.5664,1.5868,1.6208,1.6399,1.6462,1.6538,1.6549,1.6486,1.6402,1.6183,1.5933,1.585,1.5745,1.5303,1.4415,1.3714,1.3839,1.3639,1.1982,0.93703,0.57391,0.034353,-0.61224,-1.1613,-1.6583,-2.4063,-3.2816,-3.8712,-4.2003,-4.4957,-4.738,-4.881,-4.9992,-5.0958,-5.1209,-5.0858,-4.9911,-4.8311,-4.6405,-4.4298,-4.1722,-3.8618,-3.5486,-3.289,-3.0728,-2.8763,-2.7274,-2.6408,-2.5741,-2.5211,-2.5146,-2.5249,-2.5205,-2.5274,-2.5542,-2.5963,-2.6691,-2.7487,-2.7925,-2.8198,-2.8759,-2.9712,-3.0865,-3.208,-3.3365,-3.4678,-3.6008,-3.7327,-3.8522,-3.9611,-4.0667,-4.1675,-4.267,-4.3662,-4.4598,-4.5624,-4.6817,-4.7898,-4.8773,-4.9598,-5.0361,-5.128,-5.2624,-5.3678,-5.3868,-5.3884,-5.3991,-5.408,-5.4768,-5.5668,-5.6007,-5.6587,-5.7608,-5.8161,-5.8544,-5.9441,-6.0573,-6.1444,-6.1936,-6.2402,-6.3055,-6.3428,-6.3486,-6.3616,-6.3439,-6.2857,-6.2351,-6.1453,-5.9702,-5.7783,-5.5998,-5.3885,-5.1572,-4.9475,-4.7486,-4.5514,-4.3679,-4.1912,-4.0225,-3.8889
0.80878,3.4224,5.7285,5.3141,4.4392,4.9229,5.1311,4.7845,4.8303,4.9713,4.9038,4.8948,4.9199,4.8424,4.7616,4.7201,4.6569,4.5916,4.5331,4.4297,4.3204,4.2575,4.1828,4.0746,3.9942,3.9358,3.8265,3.6901,3.6205,3.5834,3.5011,3.4155,3.3678,3.3217,3.2583,3.2038,3.1821,3.1733,3.1513,3.1393,3.1306,3.0891,3.0538,3.0542,3.0504,3.0351,3.0304,3.0172,2.9851,2.9661,2.9575,2.9271,2.8806,2.8471,2.8273,2.7896,2.7246,2.6964,2.7746,2.8898,2.9486,3.0179,3.174,3.3396,3.426,3.4947,3.6058,3.6887,3.7116,3.701,3.6425,3.5317,3.3615,3.1231,2.8349,2.4672,2.0166,1.5748,1.1584,0.68879,0.17304,-0.29375,-0.6783,-1.011,-1.3087,-1.5811,-1.7969,-1.9335,-2.0894,-2.3176,-2.5037,-2.575,-2.6244,-2.7031,-2.6905,-2.5749,-2.5127,-2.495,-2.4042,-2.277,-2.205,-2.1509,-2.0695,-2.0395,-2.0873,-2.1471,-2.192,-2.211,-2.2309,-2.3186,-2.4604,-2.5604,-2.581,-2.593,-2.6291,-2.6591,-2.7116,-2.808,-2.9059,-2.996,-3.1031,-3.2227,-3.3378,-3.4391,-3.5166,-3.5585,-3.5493,-3.4931,-3.4116,-3.2936,-3.1304,-2.958,-2.8108,-2.6962,-2.6071,-2.5326,-2.4823,-2.4758,-2.5207,-2.6199,-2.7381,-2.8203,-2.8853,-2.9747,-3.0726,-3.1614,-3.2428,-3.3178,-3.3935,-3.4762,-3.5675,-3.6632,-3.7553,-3.8543,-3.9721,-4.0802,-4.1565,-4.2349,-4.3228,-4.3844,-4.432,-4.493,-4.5402,-4.5642,-4.6089,-4.6582,-4.6574,-4.6417,-4.6497,-4.6417,-4.6097,-4.5939,-4.5962,-4.5811,-4.536,-4.4852,-4.4472,-4.4124,-4.3772,-4.3563,-4.3353,-4.2826,-4.2128,-4.1466,-4.0817,-4.0285,-3.9883,-3.9433,-3.8855,-3.8279,-3.776,-3.7191,-3.6695,-3.6328,-3.5803,-3.5103,-3.4501,-3.3947,-3.3245
-0.30932,-1.301,-2.1518,-1.9538,-1.6052,-1.782,-1.831,-1.6807,-1.7052,-1.7453,-1.6861,-1.6739,-1.6752,-1.5983,-1.5343,-1.5345,-1.5238,-1.4802,-1.4275,-1.3698,-1.32,-1.2738,-1.2106,-1.1361,-1.0476,-0.9476,-0.8569,-0.76118,-0.65714,-0.56168,-0.44814,-0.31148,-0.18512,-0.051453,0.10853,0.25886,0.39193,0.53636,0.69307,0.84473,0.9805,1.0972,1.2107,1.338,1.458,1.5513,1.6378,1.7351,1.8366,1.9332,2.0165,2.0775,2.1264,2.1897,2.2665,2.3266,2.3589,2.382,2.4221,2.4776,2.5036,2.4795,2.4495,2.4517,2.4626,2.4485,2.418,2.3821,2.3364,2.3025,2.2877,2.2575,2.2167,2.1964,2.1717,2.1231,2.0935,2.1055,2.1222,2.1115,2.0789,2.0435,2.0205,2.0144,2.0003,1.9641,1.9413,1.9314,1.9036,1.8833,1.8797,1.8572,1.8332,1.8461,1.8753,1.8763,1.7967,1.6488,1.4806,1.1678,0.63931,0.090866,-0.36576,-0.79532,-1.2042,-1.5255,-1.7241,-1.8438,-1.9358,-2.0227,-2.1291,-2.2592,-2.4453,-2.7328,-3.0841,-3.4631,-3.8819,-4.3305,-4.7681,-5.1322,-5.4344,-5.7309,-5.9509,-6.0771,-6.2069,-6.3018,-6.3325,-6.3834,-6.4276,-6.3989,-6.32,-6.1776,-5.9545,-5.714,-5.4488,-5.1064,-4.778,-4.5315,-4.3462,-4.3491,-4.5248,-4.5665,-4.4805,-4.4718,-4.4241,-4.2574,-4.1346,-4.076,-3.9345,-3.6656,-3.3297,-3.0471,-2.9581,-3.0238,-2.9961,-2.6896,-2.2433,-1.895,-1.6027,-1.2468,-0.90651,-0.68669,-0.55255,-0.42375,-0.28948,-0.17335,-0.06196,0.073828,0.22927,0.37844,0.51741,0.66246,0.82385,0.99355,1.1732,1.384,1.6102,1.8258,2.0567,2.2939,2.4999,2.703,2.8812,2.9731,3.0236,3.0749,3.0927,3.0926,3.1061,3.0937,3.072,3.0887,3.0864,3.0348,3.0019,3.0027,2.9832,2.958,2.9664
0.14896,0.62865,1.0496,0.97459,0.82483,0.93951,1.0358,1.0478,1.1022,1.1787,1.2809,1.4071,1.5179,1.6224,1.7231,1.8122,1.8925,1.9609,2.0373,2.1193,2.1707,2.2003,2.2272,2.2422,2.2527,2.2608,2.2533,2.2355,2.1987,2.1355,2.0814,2.0412,1.9775,1.8811,1.7627,1.6387,1.5154,1.3827,1.2578,1.1391,0.98437,0.81239,0.65791,0.48837,0.30382,0.14997,0.024261,-0.10215,-0.24127,-0.38303,-0.50892,-0.62506,-0.75066,-0.88492,-1.002,-1.0913,-1.1717,-1.2467,-1.3147,-1.3848,-1.443,-1.4779,-1.5076,-1.5391,-1.5597,-1.5562,-1.5217,-1.4827,-1.4668,-1.453,-1.4162,-1.3654,-1.311,-1.2551,-1.2053,-1.1613,-1.1212,-1.0896,-1.0599,-1.0345,-1.0241,-1.0169,-1.0098,-1.0167,-1.0273,-1.0298,-1.0413,-1.0741,-1.1138,-1.1521,-1.1958,-1.2384,-1.2768,-1.3271,-1.389,-1.4544,-1.5325,-1.5793,-1.5409,-1.6027,-2.0521,-2.7845,-3.4337,-3.9453,-4.5622,-5.3397,-6.0624,-6.6599,-7.2729,-7.9571,-8.672,-9.3408,-9.9157,-10.457,-11.024,-11.628,-12.267,-12.939,-13.659,-14.455,-15.325,-16.172,-16.917,-17.594,-18.192,-18.639,-18.954,-19.144,-19.095,-18.774,-18.266,-17.587,-16.792,-16.024,-15.325,-14.664,-13.976,-13.164,-12.338,-11.679,-11.112,-10.54,-10.004,-9.4635,-8.8073,-8.0565,-7.3271,-6.6472,-5.9903,-5.2961,-4.5083,-3.7619,-3.1331,-2.4638,-1.7436,-1.1291,-0.66683,-0.28236,0.11727,0.53526,0.93929,1.3513,1.7546,2.1113,2.4368,2.7069,2.837,2.8815,3.0272,3.2501,3.3597,3.3335,3.2226,2.9889,2.6509,2.3144,1.977,1.573,1.1462,0.74736,0.42902,0.25998,0.13311,-0.062159,-0.22369,-0.27762,-0.23764,-0.11225,-0.046613,-0.14659,-0.24638,-0.28163,-0.44614,-0.739,-0.99624,-1.2452,-1.4067,-1.3098,-1.1446
0.56015,2.3858,4.0502,3.887,3.4174,3.875,4.1456,4.0387,4.1932,4.4191,4.4959,4.5813,4.7036,4.7965,4.8924,4.9978,5.0689,5.1265,5.1934,5.2505,5.307,5.3678,5.4132,5.4438,5.4659,5.4821,5.5015,5.5167,5.5034,5.4612,5.4249,5.4111,5.3918,5.3425,5.2757,5.2183,5.1759,5.136,5.0875,5.0337,5,4.984,4.9527,4.916,4.882,4.8191,4.7516,4.7346,4.7442,4.736,4.7208,4.7028,4.6648,4.6079,4.5268,4.4359,4.3876,4.3827,4.3914,4.4182,4.4511,4.4745,4.5052,4.5419,4.5687,4.5793,4.5794,4.5731,4.551,4.5347,4.5331,4.4926,4.4227,4.3762,4.3274,4.2538,4.1724,4.0857,3.9906,3.871,3.7374,3.628,3.5283,3.4167,3.3034,3.1878,3.0686,2.9471,2.827,2.7224,2.6266,2.5191,2.4005,2.2663,2.1504,2.149,2.2323,2.2908,2.3819,2.579,2.805,3.0113,3.2276,3.3682,3.301,3.1784,3.2021,3.1963,3.0241,2.8704,2.7836,2.7313,2.8406,3.0403,3.1272,3.0963,2.9771,2.8146,2.6973,2.5214,2.1453,1.6736,1.2375,0.83389,0.47773,0.2283,0.055458,-0.14365,-0.36948,-0.55867,-0.69223,-0.72046,-0.60997,-0.44002,-0.27109,-0.080202,0.12477,0.27056,0.27769,0.15222,-0.017909,-0.21348,-0.44293,-0.60797,-0.66453,-0.66549,-0.59695,-0.47645,-0.36973,-0.25265,-0.12235,-0.03938,-0.0056255,-0.0017559,-0.045712,-0.12525,-0.1945,-0.2501,-0.32316,-0.43495,-0.56806,-0.69032,-0.842,-1.062,-1.275,-1.4195,-1.5332,-1.69,-1.9222,-2.1098,-2.1876,-2.2878,-2.4051,-2.4398,-2.4138,-2.3706,-2.3556,-2.3747,-2.3945,-2.4031,-2.3762,-2.3283,-2.3264,-2.3839,-2.4586,-2.5434,-2.6685,-2.7889,-2.8263,-2.8281,-2.8476,-2.8162,-2.7418,-2.6967,-2.5983,-2.4067,-2.2526,-2.1549,-2.071
0.12284,0.53028,0.924,0.93558,0.8819,1.0312,1.1389,1.1671,1.2701,1.4058,1.5081,1.5935,1.6842,1.7888,1.8874,1.9723,2.0616,2.1431,2.2131,2.2904,2.352,2.385,2.4243,2.4752,2.5071,2.5136,2.5164,2.5175,2.5052,2.4928,2.4775,2.4321,2.3725,2.3314,2.3014,2.2643,2.2241,2.1948,2.1667,2.1295,2.1111,2.1167,2.11,2.0872,2.0742,2.0686,2.0586,2.0615,2.0851,2.0928,2.058,2.0167,1.9999,1.9763,1.9405,1.9274,1.9131,1.8672,1.8218,1.7845,1.7386,1.7062,1.6878,1.6609,1.6473,1.6467,1.6295,1.618,1.6105,1.5748,1.5472,1.5393,1.5096,1.4899,1.5013,1.4956,1.4817,1.4946,1.5211,1.5432,1.5652,1.6105,1.6781,1.7299,1.7632,1.8081,1.8628,1.9187,1.9864,2.0566,2.103,2.1274,2.1568,2.1839,2.1762,2.143,2.0948,2.0523,2.1169,2.2882,2.4086,2.4669,2.5243,2.5469,2.6102,2.778,2.9472,3.0236,2.9788,2.9256,3.0389,3.2461,3.3767,3.446,3.4957,3.4634,3.286,3.0343,2.8854,2.8809,2.9274,3.0554,3.3703,3.8219,4.2821,4.727,5.1993,5.703,6.1716,6.5417,6.837,7.0848,7.2668,7.3855,7.4392,7.399,7.2638,7.0672,6.8265,6.516,6.1316,5.7123,5.2769,4.8523,4.4675,4.0794,3.6661,3.2873,2.9544,2.6209,2.2699,1.8813,1.4573,1.064,0.71164,0.34856,-0.018276,-0.37631,-0.73501,-1.0172,-1.1849,-1.3446,-1.4869,-1.4971,-1.4475,-1.46,-1.4818,-1.4635,-1.4475,-1.4262,-1.4105,-1.4209,-1.4002,-1.3782,-1.4062,-1.4329,-1.4565,-1.5122,-1.5789,-1.6426,-1.7292,-1.8261,-1.8907,-1.9419,-1.995,-2.0279,-2.0578,-2.0972,-2.1271,-2.1518,-2.1732,-2.1911,-2.2215,-2.2456,-2.2584,-2.2973,-2.3463,-2.3763,-2.4043
0.0088271,0.048633,0.12331,0.20909,0.29259,0.36891,0.43313,0.49413,0.55658,0.62068,0.68787,0.73958,0.76896,0.80438,0.86219,0.93492,0.99247,1.0096,1.0207,1.0583,1.1066,1.1566,1.2172,1.2925,1.3683,1.4247,1.4782,1.5503,1.6105,1.6427,1.6762,1.7186,1.7583,1.7928,1.8246,1.8505,1.8633,1.8634,1.8563,1.8524,1.854,1.8372,1.7983,1.765,1.7356,1.6987,1.668,1.6466,1.6172,1.5691,1.512,1.46,1.4186,1.3813,1.3322,1.2679,1.1963,1.1222,1.0519,0.98436,0.91274,0.83336,0.74786,0.67234,0.60318,0.51846,0.42744,0.34164,0.24545,0.13265,0.029584,-0.054084,-0.14663,-0.24523,-0.33579,-0.4308,-0.50583,-0.54509,-0.5996,-0.67884,-0.73661,-0.77647,-0.82598,-0.87705,-0.9169,-0.95588,-1.0129,-1.0812,-1.1385,-1.1967,-1.297,-1.4636,-1.6603,-1.82,-1.9939,-2.2939,-2.6595,-2.9929,-3.3536,-3.7852,-4.2684,-4.8205,-5.3585,-5.7811,-6.2114,-6.736,-7.2079,-7.571,-7.9677,-8.4649,-8.9792,-9.4361,-9.8194,-10.136,-10.379,-10.51,-10.569,-10.645,-10.721,-10.736,-10.686,-10.558,-10.303,-9.9283,-9.5118,-9.099,-8.6657,-8.2159,-7.7722,-7.3327,-6.9034,-6.4822,-6.0508,-5.6162,-5.1877,-4.7428,-4.2755,-3.8009,-3.3265,-2.8641,-2.4221,-1.9812,-1.4929,-0.99635,-0.62337,-0.35921,-0.078177,0.21389,0.45833,0.6849,0.90823,1.0866,1.218,1.3112,1.3553,1.3855,1.4297,1.4527,1.4353,1.3985,1.3442,1.2656,1.1848,1.1062,1.004,0.89042,0.79224,0.69547,0.59913,0.52771,0.46522,0.39008,0.32596,0.27232,0.20907,0.16261,0.13967,0.11263,0.088416,0.075424,0.062074,0.047968,0.045067,0.074469,0.13146,0.18554,0.2478,0.34302,0.45111,0.55474,0.66928,0.80182,0.93021,1.0345,1.1355,1.2531,1.3575,1.4314,1.5025
0.052227,0.20999,0.32179,0.26392,0.22594,0.27901,0.25766,0.18516,0.17501,0.19041,0.18922,0.18739,0.18676,0.18274,0.16646,0.15635,0.17975,0.18245,0.14102,0.13047,0.15503,0.15563,0.14789,0.17217,0.20504,0.21424,0.21506,0.17899,0.073036,0.029207,0.10826,0.14743,0.1169,0.10728,0.09734,0.079643,0.075701,0.067913,0.070286,0.10808,0.14428,0.12759,0.093237,0.088396,0.10132,0.1388,0.17691,0.16832,0.15218,0.1449,0.09689,0.053223,0.071449,0.07859,0.047967,0.054013,0.1043,0.13649,0.12696,0.12485,0.13147,0.079213,0.023204,0.058364,0.11581,0.12278,0.10847,0.071372,0.024726,0.04507,0.097876,0.086586,0.066392,0.10498,0.11732,0.042061,-0.019467,0.043313,0.17374,0.22571,0.17209,0.11914,0.11003,0.095923,0.072945,0.058897,0.034662,0.0060017,0.021305,0.075972,0.092405,0.062148,0.054996,0.018404,-0.15677,-0.33729,-0.32313,-0.2703,-0.52096,-0.69894,0.034619,0.9774,0.90198,0.2832,-0.36415,-0.20276,1.9,3.0833,1.0365,-0.17239,1.0795,1.5906,1.788,2.3763,1.5877,0.81548,1.0493,0.090441,-1.3212,-0.88183,0.18685,0.25666,0.027573,0.072553,-0.028333,-0.29446,-0.37764,-0.31684,-0.12267,0.16635,0.11856,-0.10989,-0.019527,-0.011336,-0.41595,-0.71347,-0.73913,-0.73401,-0.60585,-0.34761,-0.083724,0.061318,-0.061546,-0.13809,-0.27003,-1.3016,-2.1572,-0.90878,0.48011,-0.37211,-0.48524,0.67445,-1.0528,-0.62107,6.4,8.2826,1.2126,-2.575,-1.2568,-1.6559,-2.8576,-1.754,0.92252,3.4484,3.8555,2.3504,2.3523,3.3158,2.1263,0.841,1.3914,2.5469,3.3778,2.8775,2.0819,1.7867,-0.036436,-1.8994,-1.1672,-0.32865,-0.86206,-0.70764,0.094284,0.20445,-0.0073543,0.030812,0.053996,-0.062479,-0.08815,-0.024416,-0.02409,-0.05029,-0.060016,-0.10314,-0.13158,-0.092161,-0.053923,-0.06589,-0.10138
0.02501,0.10439,0.16984,0.15426,0.13795,0.16019,0.15955,0.14985,0.15099,0.12451,0.094742,0.1111,0.13917,0.13624,0.12434,0.12156,0.1157,0.11414,0.13198,0.15077,0.14316,0.12687,0.12978,0.13389,0.12675,0.11994,0.11604,0.12233,0.13954,0.15178,0.15632,0.16171,0.16452,0.16371,0.17234,0.19011,0.19689,0.18678,0.184,0.2001,0.20723,0.19483,0.1902,0.2001,0.20895,0.21086,0.19506,0.1711,0.17459,0.18767,0.18985,0.21722,0.2459,0.23423,0.221,0.22402,0.23082,0.2332,0.21075,0.18196,0.17644,0.18818,0.19825,0.19199,0.18291,0.17994,0.165,0.14818,0.14803,0.14549,0.13124,0.13214,0.15263,0.1475,0.11063,0.097255,0.10258,0.083872,0.059082,0.047221,0.03505,0.015062,-0.016963,-0.047096,-0.05695,-0.067908,-0.10134,-0.14889,-0.20988,-0.25912,-0.26801,-0.28121,-0.30624,-0.29003,-0.31059,-0.4749,-0.52367,-0.10241,0.60658,1.3047,1.7676,1.6566,1.4721,1.7172,1.8339,0.63728,-2.0104,-1.6825,1.6437,0.23718,-2.5031,0.20807,1.6863,-0.70533,-1.9726,-2.426,-1.8674,3.2669,8.3919,3.7759,-2.7209,-0.073783,0.18157,-5.7025,-6.1371,-2.902,-1.0815,0.67453,1.0026,-0.14574,-0.17255,0.35793,0.080985,-0.083601,0.030676,-0.36162,-0.70317,-0.51659,-0.28076,-0.18097,-0.031611,0.084056,-0.0038344,-0.12054,-0.1257,-0.14007,-0.16756,-0.14544,-0.15671,-0.20235,-0.16368,-0.08941,-0.11877,-0.20275,-0.18186,-0.149,-0.17746,0.29231,1.3856,1.9344,1.0549,-0.54752,-1.3253,-0.93125,-0.50499,-0.4551,-0.27347,-0.073925,-0.1544,-0.24786,-0.22081,-0.25505,-0.30992,-0.29256,-0.28693,-0.31415,-0.3269,-0.33234,-0.32344,-0.29376,-0.28781,-0.31337,-0.32187,-0.30644,-0.31118,-0.34213,-0.35515,-0.33455,-0.31137,-0.29863,-0.2858,-0.27588,-0.26854,-0.26022,-0.24891,-0.22643,-0.20121,-0.18006,-0.15163
